Transcript,position_start, position_end, label, depth, colour
BaRT2v18chr3HG123110.12,34748574,34748574, ,-0.1676303851312833, blue
BaRT2v18chr3HG123110.12,34748648,34748649, ,-0.14625559713781733, blue
BaRT2v18chr3HG123110.12,34749036,34749036, ,-0.1180633636685161, blue
BaRT2v18chr3HG123110.12,34749044,34749044, ,-0.1568927152478381, blue
BaRT2v18chr3HG123110.12,34749617,34749617, ,-0.17820253371268033, blue
BaRT2v18chr3HG123110.12,34749683,34749683, ,-0.13243842243103185, blue
BaRT2v18chr3HG123110.12,34749723,34749723, ,-0.1194605424268806, blue
BaRT2v18chr3HG123110.12,34749786,34749786, ,-0.11590528073999186, blue
BaRT2v18chr3HG123110.12,34750071,34750071, ,-0.12462641475733792, blue
BaRT2v18chr3HG123110.12,34750157,34750157, ,-0.16892348258133838, blue
BaRT2v18chr3HG123110.12,34750203,34750203, ,-0.1707965746901574, blue
BaRT2v18chr3HG123110.12,34750217,34750217, ,-0.10226617463945947, blue
BaRT2v18chr3HG123110.12,34750342,34750342, ,-0.17122424562690852, blue
BaRT2v18chr3HG123110.12,34750354,34750354, ,-0.19718339668721918, blue
BaRT2v18chr3HG123110.12,34751060,34751060, ,-0.30080631299214944, orange
BaRT2v18chr3HG123110.12,34751106,34751106, ,-0.327097663760971, orange
BaRT2v18chr3HG123110.12,34751148,34751148, ,-0.10168429068185551, blue
BaRT2v18chr3HG123110.12,34751252,34751257, frameshift,-0.5180136158854116, red
BaRT2v18chr3HG123110.12,34751342,34751342, ,-0.3578367929527826, orange
BaRT2v18chr3HG123110.12,34751416,34751416, ,-0.30841523851349223, orange
BaRT2v18chr3HG123110.12,34751473,34751473, stop_lost,-0.5510995284349465, red
BaRT2v18chr3HG123110.12,34751502,34751502, ,-0.1898604797361081, blue
BaRT2v18chr3HG123110.13,34748574,34748574, ,-0.15966798682625855, blue
BaRT2v18chr3HG123110.13,34748648,34748649, ,-0.17516543385994027, blue
BaRT2v18chr3HG123110.13,34749036,34749036, ,-0.1888288169030825, blue
BaRT2v18chr3HG123110.13,34749044,34749044, ,-0.14454717332025363, blue
BaRT2v18chr3HG123110.13,34749617,34749617, ,-0.10681948542883477, blue
BaRT2v18chr3HG123110.13,34749683,34749683, ,-0.11326861481855033, blue
BaRT2v18chr3HG123110.13,34749723,34749723, ,-0.17285473058604317, blue
BaRT2v18chr3HG123110.13,34749786,34749786, ,-0.15285151397587218, blue
BaRT2v18chr3HG123110.13,34750071,34750071, ,-0.1980276298741574, blue
BaRT2v18chr3HG123110.13,34750157,34750157, ,-0.16371903832663603, blue
BaRT2v18chr3HG123110.13,34750203,34750203, ,-0.10897728071143582, blue
BaRT2v18chr3HG123110.13,34750217,34750217, ,-0.18988567902840497, blue
BaRT2v18chr3HG123110.13,34750342,34750342, ,-0.19388954584698082, blue
BaRT2v18chr3HG123110.13,34750354,34750354, ,-0.10583249176655377, blue
BaRT2v18chr3HG123110.13,34751060,34751060, ,-0.3572108971349356, orange
BaRT2v18chr3HG123110.13,34751106,34751106, ,-0.38389174453739816, orange
BaRT2v18chr3HG123110.13,34751148,34751148, ,-0.3881006006947805, orange
BaRT2v18chr3HG123110.13,34751252,34751257, ,-0.19600832136987173, blue
BaRT2v18chr3HG123110.13,34751342,34751342, ,-0.15398834110707368, blue
BaRT2v18chr3HG123110.13,34751416,34751416, ,-0.1421173658624605, blue
BaRT2v18chr3HG123110.13,34751473,34751473, ,-0.10108968112406284, blue
BaRT2v18chr3HG123110.13,34751502,34751502, ,-0.10502822326245968, blue
BaRT2v18chr3HG123110.14,34748574,34748574, ,-0.1394610516216525, blue
BaRT2v18chr3HG123110.14,34748648,34748649, ,-0.15310632380702593, blue
BaRT2v18chr3HG123110.14,34749036,34749036, ,-0.1532102417790716, blue
BaRT2v18chr3HG123110.14,34749044,34749044, ,-0.1952275285091014, blue
BaRT2v18chr3HG123110.14,34749617,34749617, ,-0.15548038565099292, blue
BaRT2v18chr3HG123110.14,34749683,34749683, ,-0.10913826333427906, blue
BaRT2v18chr3HG123110.14,34749723,34749723, ,-0.17169459988325678, blue
BaRT2v18chr3HG123110.14,34749786,34749786, ,-0.1893384076849057, blue
BaRT2v18chr3HG123110.14,34750071,34750071, ,-0.1961672676555111, blue
BaRT2v18chr3HG123110.14,34750157,34750157, ,-0.18341431012079415, blue
BaRT2v18chr3HG123110.14,34750203,34750203, ,-0.18363278677299938, blue
BaRT2v18chr3HG123110.14,34750217,34750217, ,-0.1222384334843508, blue
BaRT2v18chr3HG123110.14,34750342,34750342, ,-0.11289616639683148, blue
BaRT2v18chr3HG123110.14,34750354,34750354, ,-0.10596595618129662, blue
BaRT2v18chr3HG123110.14,34750477,34750477, ,-0.16949167135025855, blue
BaRT2v18chr3HG123110.14,34750705,34750705, ,-0.15086948319626908, blue
BaRT2v18chr3HG123110.14,34750986,34750986, ,-0.17222800370427427, blue
BaRT2v18chr3HG123110.14,34751060,34751060, ,-0.18223033549873374, blue
BaRT2v18chr3HG123110.14,34751106,34751106, ,-0.15249574026429813, blue
BaRT2v18chr3HG123110.14,34751148,34751148, ,-0.18771030710219908, blue
BaRT2v18chr3HG123110.14,34751252,34751257, ,-0.11992665959234397, blue
BaRT2v18chr3HG123110.14,34751342,34751342, ,-0.18573916008691543, blue
BaRT2v18chr3HG123110.14,34751416,34751416, ,-0.14966844945371616, blue
BaRT2v18chr3HG123110.14,34751473,34751473, ,-0.16187378838025246, blue
BaRT2v18chr3HG123110.14,34751502,34751502, ,-0.18203856643607194, blue
BaRT2v18chr3HG123110.15,34748648,34748649, ,-0.17205467022948312, blue
BaRT2v18chr3HG123110.15,34749036,34749036, ,-0.10670758033856487, blue
BaRT2v18chr3HG123110.15,34749044,34749044, ,-0.19873674516500126, blue
BaRT2v18chr3HG123110.15,34749617,34749617, ,-0.16246958216136806, blue
BaRT2v18chr3HG123110.15,34749683,34749683, ,-0.14938469570541377, blue
BaRT2v18chr3HG123110.15,34749723,34749723, ,-0.12201101084330615, blue
BaRT2v18chr3HG123110.15,34749786,34749786, ,-0.19959830415011812, blue
BaRT2v18chr3HG123110.15,34750071,34750071, ,-0.13213138577042435, blue
BaRT2v18chr3HG123110.15,34750157,34750157, ,-0.14643373935319762, blue
BaRT2v18chr3HG123110.15,34750203,34750203, ,-0.15441738494658422, blue
BaRT2v18chr3HG123110.15,34750217,34750217, ,-0.16466182897473536, blue
BaRT2v18chr3HG123110.15,34750342,34750342, ,-0.12348172180643496, blue
BaRT2v18chr3HG123110.15,34750354,34750354, ,-0.11381373844313408, blue
BaRT2v18chr3HG123110.15,34750477,34750477, ,-0.16622563658391182, blue
BaRT2v18chr3HG123110.15,34750705,34750705, ,-0.14940335610086158, blue
BaRT2v18chr3HG123110.15,34750986,34750986, ,-0.17982821451993228, blue
BaRT2v18chr3HG123110.15,34751060,34751060, ,-0.17900381821352807, blue
BaRT2v18chr3HG123110.15,34751106,34751106, ,-0.186891047835345, blue
BaRT2v18chr3HG123110.15,34751148,34751148, ,-0.16148527603262677, blue
BaRT2v18chr3HG123110.15,34751252,34751257, ,-0.1078454355688849, blue
BaRT2v18chr3HG123110.15,34751342,34751342, ,-0.16074155678674842, blue
BaRT2v18chr3HG123110.15,34751416,34751416, ,-0.13240224069131082, blue
BaRT2v18chr3HG123110.15,34751473,34751473, ,-0.1263227219342596, blue
BaRT2v18chr3HG123110.15,34751502,34751502, ,-0.1922088211385308, blue
BaRT2v18chr3HG123110.16,34748648,34748649, ,-0.11938975221202408, blue
BaRT2v18chr3HG123110.16,34749036,34749036, ,-0.15305610598907798, blue
BaRT2v18chr3HG123110.16,34749044,34749044, ,-0.12787350098000927, blue
BaRT2v18chr3HG123110.16,34749617,34749617, ,-0.17084078743071873, blue
BaRT2v18chr3HG123110.16,34749683,34749683, ,-0.18291406542904542, blue
BaRT2v18chr3HG123110.16,34749723,34749723, ,-0.10916509220376298, blue
BaRT2v18chr3HG123110.16,34749786,34749786, ,-0.1090158315148461, blue
BaRT2v18chr3HG123110.16,34750071,34750071, ,-0.19053952447188338, blue
BaRT2v18chr3HG123110.16,34750157,34750157, ,-0.1830938409663911, blue
BaRT2v18chr3HG123110.16,34750203,34750203, ,-0.1479956873756105, blue
BaRT2v18chr3HG123110.16,34750217,34750217, ,-0.13886795797606222, blue
BaRT2v18chr3HG123110.16,34750342,34750342, ,-0.17040852133354567, blue
BaRT2v18chr3HG123110.16,34750354,34750354, ,-0.10192448178390352, blue
BaRT2v18chr3HG123110.16,34750477,34750477, ,-0.10434746002899183, blue
BaRT2v18chr3HG123110.16,34750705,34750705, ,-0.17642387805590298, blue
BaRT2v18chr3HG123110.16,34750986,34750986, ,-0.121013454634537, blue
BaRT2v18chr3HG123110.16,34751060,34751060, ,-0.15958571524600415, blue
BaRT2v18chr3HG123110.16,34751106,34751106, ,-0.14932497817595788, blue
BaRT2v18chr3HG123110.16,34751148,34751148, ,-0.18694681927427195, blue
BaRT2v18chr3HG123110.16,34751252,34751257, ,-0.19820206554734374, blue
BaRT2v18chr3HG123110.16,34751342,34751342, ,-0.15595747826670797, blue
BaRT2v18chr3HG123110.16,34751416,34751416, ,-0.1004248634171064, blue
BaRT2v18chr3HG123110.16,34751473,34751473, ,-0.12836456058763532, blue
BaRT2v18chr3HG123110.16,34751502,34751502, ,-0.19551716135172115, blue
BaRT2v18chr3HG123110.17,34748648,34748649, ,-0.1961690689973069, blue
BaRT2v18chr3HG123110.17,34749036,34749036, ,-0.10911368026820799, blue
BaRT2v18chr3HG123110.17,34749044,34749044, ,-0.17907706172571977, blue
BaRT2v18chr3HG123110.17,34749617,34749617, ,-0.14838065285520163, blue
BaRT2v18chr3HG123110.17,34749683,34749683, ,-0.14115868215779148, blue
BaRT2v18chr3HG123110.17,34750342,34750342, ,-0.1464672452416008, blue
BaRT2v18chr3HG123110.17,34750354,34750354, ,-0.15936241751655475, blue
BaRT2v18chr3HG123110.17,34750477,34750477, ,-0.1578950254487937, blue
BaRT2v18chr3HG123110.17,34750705,34750705, ,-0.1514572698232757, blue
BaRT2v18chr3HG123110.17,34750986,34750986, ,-0.17280879055220094, blue
BaRT2v18chr3HG123110.17,34751060,34751060, ,-0.18009566174265262, blue
BaRT2v18chr3HG123110.17,34751106,34751106, ,-0.1202560948181833, blue
BaRT2v18chr3HG123110.17,34751148,34751148, ,-0.1512700741341128, blue
BaRT2v18chr3HG123110.17,34751252,34751257, ,-0.14507036206930354, blue
BaRT2v18chr3HG123110.17,34751342,34751342, ,-0.11407620182837397, blue
BaRT2v18chr3HG123110.17,34751416,34751416, ,-0.15286964268703, blue
BaRT2v18chr3HG123110.17,34751473,34751473, ,-0.1452651196041659, blue
BaRT2v18chr3HG123110.17,34751502,34751502, ,-0.1830480822719263, blue
BaRT2v18chr3HG123110.18,34748648,34748649, ,-0.15020779124370776, blue
BaRT2v18chr3HG123110.18,34749036,34749036, ,-0.19220393330216812, blue
BaRT2v18chr3HG123110.18,34749044,34749044, ,-0.1443570154065948, blue
BaRT2v18chr3HG123110.18,34749617,34749617, ,-0.1820254806051902, blue
BaRT2v18chr3HG123110.18,34749683,34749683, ,-0.11375095356732975, blue
BaRT2v18chr3HG123110.18,34750342,34750342, ,-0.18778478733462642, blue
BaRT2v18chr3HG123110.18,34750354,34750354, ,-0.10238242770188877, blue
BaRT2v18chr3HG123110.18,34750477,34750477, ,-0.18294120245672688, blue
BaRT2v18chr3HG123110.18,34750705,34750705, ,-0.1839573927935669, blue
BaRT2v18chr3HG123110.18,34750986,34750986, ,-0.1361260848024841, blue
BaRT2v18chr3HG123110.18,34751060,34751060, ,-0.17119131329069165, blue
BaRT2v18chr3HG123110.18,34751106,34751106, ,-0.1642976951192851, blue
BaRT2v18chr3HG123110.18,34751148,34751148, ,-0.11651096261402569, blue
BaRT2v18chr3HG123110.18,34751252,34751257, ,-0.11317392382489871, blue
BaRT2v18chr3HG123110.18,34751342,34751342, ,-0.18190794052420367, blue
BaRT2v18chr3HG123110.18,34751416,34751416, ,-0.14436758609209718, blue
BaRT2v18chr3HG123110.18,34751473,34751473, ,-0.1972834055385415, blue
BaRT2v18chr3HG123110.18,34751502,34751502, ,-0.11472186591158724, blue
BaRT2v18chr3HG123110.19,34748648,34748649, ,-0.15035780785509473, blue
BaRT2v18chr3HG123110.19,34749036,34749036, ,-0.18884251269851926, blue
BaRT2v18chr3HG123110.19,34749044,34749044, ,-0.11541579866957119, blue
BaRT2v18chr3HG123110.19,34749617,34749617, ,-0.1254108300709155, blue
BaRT2v18chr3HG123110.19,34749683,34749683, ,-0.1781119300290378, blue
BaRT2v18chr3HG123110.19,34749723,34749723, ,-0.10713118842039876, blue
BaRT2v18chr3HG123110.19,34749786,34749786, ,-0.16394718621180776, blue
BaRT2v18chr3HG123110.19,34750071,34750071, ,-0.13268218358116857, blue
BaRT2v18chr3HG123110.19,34750157,34750157, ,-0.16881358576964156, blue
BaRT2v18chr3HG123110.19,34750203,34750203, ,-0.1699433013426756, blue
BaRT2v18chr3HG123110.19,34750217,34750217, ,-0.1388373449842905, blue
BaRT2v18chr3HG123110.19,34750342,34750342, ,-0.1476502481848333, blue
BaRT2v18chr3HG123110.19,34750354,34750354, ,-0.18707385683725009, blue
BaRT2v18chr3HG123110.19,34750477,34750477, ,-0.15304418966393196, blue
BaRT2v18chr3HG123110.19,34750705,34750705, ,-0.18488592940672205, blue
BaRT2v18chr3HG123110.19,34750986,34750986, ,-0.19694286423354151, blue
BaRT2v18chr3HG123110.19,34751060,34751060, ,-0.19841755193452526, blue
BaRT2v18chr3HG123110.19,34751106,34751106, ,-0.11253307753424807, blue
BaRT2v18chr3HG123110.19,34751148,34751148, ,-0.17992999826596626, blue
BaRT2v18chr3HG123110.19,34751252,34751257, ,-0.11247690350019504, blue
BaRT2v18chr3HG123110.19,34751342,34751342, ,-0.13664431766961788, blue
BaRT2v18chr3HG123110.19,34751416,34751416, ,-0.13144564298799685, blue
BaRT2v18chr3HG123110.19,34751473,34751473, ,-0.1604640867312176, blue
BaRT2v18chr3HG123110.19,34751502,34751502, ,-0.13971920895309822, blue
BaRT2v18chr3HG123110.2,34748456,34748456, ,-0.16604627520800383, blue
BaRT2v18chr3HG123110.2,34748648,34748649, ,-0.13838461738553726, blue
BaRT2v18chr3HG123110.2,34749036,34749036, ,-0.11564188063696154, blue
BaRT2v18chr3HG123110.2,34749044,34749044, ,-0.17902827497754298, blue
BaRT2v18chr3HG123110.2,34749617,34749617, ,-0.13462266932805877, blue
BaRT2v18chr3HG123110.2,34749683,34749683, ,-0.16646133110715655, blue
BaRT2v18chr3HG123110.2,34749723,34749723, ,-0.15531456628760296, blue
BaRT2v18chr3HG123110.2,34749786,34749786, ,-0.12256258503169036, blue
BaRT2v18chr3HG123110.2,34750071,34750071, ,-0.14112205679853462, blue
BaRT2v18chr3HG123110.2,34750157,34750157, ,-0.15257752696907423, blue
BaRT2v18chr3HG123110.2,34750203,34750203, ,-0.17310795484461092, blue
BaRT2v18chr3HG123110.2,34750217,34750217, ,-0.1932727898656565, blue
BaRT2v18chr3HG123110.2,34750342,34750342, ,-0.12887794681179268, blue
BaRT2v18chr3HG123110.2,34750354,34750354, ,-0.18526716597819154, blue
BaRT2v18chr3HG123110.2,34750477,34750477, ,-0.14014702569638574, blue
BaRT2v18chr3HG123110.2,34750705,34750705, ,-0.1422059340006319, blue
BaRT2v18chr3HG123110.2,34750986,34750986, ,-0.12075631942381257, blue
BaRT2v18chr3HG123110.2,34751060,34751060, ,-0.15182045493346719, blue
BaRT2v18chr3HG123110.2,34751106,34751106, ,-0.18136264064506885, blue
BaRT2v18chr3HG123110.2,34751148,34751148, ,-0.10596244534872612, blue
BaRT2v18chr3HG123110.2,34751252,34751257, ,-0.1649924386881727, blue
BaRT2v18chr3HG123110.2,34751342,34751342, ,-0.11868284733910835, blue
BaRT2v18chr3HG123110.2,34751416,34751416, ,-0.11842362429449838, blue
BaRT2v18chr3HG123110.2,34751473,34751473, ,-0.1777600387230946, blue
BaRT2v18chr3HG123110.2,34751502,34751502, ,-0.16316984664221473, blue
BaRT2v18chr3HG123110.20,34748648,34748649, ,-0.12350557982484353, blue
BaRT2v18chr3HG123110.20,34749036,34749036, ,-0.16177774200910516, blue
BaRT2v18chr3HG123110.20,34749044,34749044, ,-0.12470147983755028, blue
BaRT2v18chr3HG123110.20,34749617,34749617, ,-0.18080981804947188, blue
BaRT2v18chr3HG123110.20,34749683,34749683, ,-0.16471459097946145, blue
BaRT2v18chr3HG123110.20,34749723,34749723, ,-0.17971859196086587, blue
BaRT2v18chr3HG123110.20,34749786,34749786, ,-0.14110821810518953, blue
BaRT2v18chr3HG123110.20,34750071,34750071, ,-0.16421394258475996, blue
BaRT2v18chr3HG123110.20,34750157,34750157, ,-0.15366242873400007, blue
BaRT2v18chr3HG123110.20,34750203,34750203, ,-0.17565177880502345, blue
BaRT2v18chr3HG123110.20,34750217,34750217, ,-0.16169838719400764, blue
BaRT2v18chr3HG123110.20,34750342,34750342, ,-0.13885882764691085, blue
BaRT2v18chr3HG123110.20,34750354,34750354, ,-0.13838446037314225, blue
BaRT2v18chr3HG123110.20,34751060,34751060, ,-0.39615322302609834, orange
BaRT2v18chr3HG123110.20,34751106,34751106, ,-0.3984524174846439, orange
BaRT2v18chr3HG123110.20,34751148,34751148, ,-0.3912943999186685, orange
BaRT2v18chr3HG123110.20,34751252,34751257, frameshift,-0.5270200098972913, red
BaRT2v18chr3HG123110.20,34751342,34751342, ,-0.16822262845050645, blue
BaRT2v18chr3HG123110.20,34751416,34751416, ,-0.12745003706592933, blue
BaRT2v18chr3HG123110.20,34751473,34751473, ,-0.16704972163446674, blue
BaRT2v18chr3HG123110.20,34751502,34751502, ,-0.19142904399104813, blue
BaRT2v18chr3HG123110.3,34748456,34748456, ,-0.10147364807780848, blue
BaRT2v18chr3HG123110.3,34748648,34748649, ,-0.18057639978128714, blue
BaRT2v18chr3HG123110.3,34749036,34749036, ,-0.13032336615037654, blue
BaRT2v18chr3HG123110.3,34749044,34749044, ,-0.11158594301201519, blue
BaRT2v18chr3HG123110.3,34749617,34749617, ,-0.17329295591729527, blue
BaRT2v18chr3HG123110.3,34749683,34749683, ,-0.12168871767795539, blue
BaRT2v18chr3HG123110.3,34749723,34749723, ,-0.10131530251988968, blue
BaRT2v18chr3HG123110.3,34749786,34749786, ,-0.17187414766402426, blue
BaRT2v18chr3HG123110.3,34750071,34750071, ,-0.15400081690987494, blue
BaRT2v18chr3HG123110.3,34750157,34750157, ,-0.12308267289853293, blue
BaRT2v18chr3HG123110.3,34750203,34750203, ,-0.17772773808305084, blue
BaRT2v18chr3HG123110.3,34750217,34750217, ,-0.17640979724019198, blue
BaRT2v18chr3HG123110.3,34750342,34750342, ,-0.1772918906890411, blue
BaRT2v18chr3HG123110.3,34750354,34750354, ,-0.16006754643828214, blue
BaRT2v18chr3HG123110.3,34750477,34750477, ,-0.18180184783861275, blue
BaRT2v18chr3HG123110.3,34750705,34750705, ,-0.11455994693880228, blue
BaRT2v18chr3HG123110.3,34750986,34750986, ,-0.19613260114409403, blue
BaRT2v18chr3HG123110.3,34751060,34751060, ,-0.11590706523232501, blue
BaRT2v18chr3HG123110.3,34751106,34751106, ,-0.13083118585046039, blue
BaRT2v18chr3HG123110.3,34751148,34751148, ,-0.11568351950761661, blue
BaRT2v18chr3HG123110.3,34751252,34751257, ,-0.18108294720974627, blue
BaRT2v18chr3HG123110.3,34751342,34751342, ,-0.1755756962374283, blue
BaRT2v18chr3HG123110.3,34751416,34751416, ,-0.17713512139100623, blue
BaRT2v18chr3HG123110.3,34751473,34751473, ,-0.14452893155594737, blue
BaRT2v18chr3HG123110.3,34751502,34751502, ,-0.14154789708774718, blue
BaRT2v18chr3HG123110.4,34748456,34748456, ,-0.17077559475593793, blue
BaRT2v18chr3HG123110.4,34748648,34748649, ,-0.1731554030217825, blue
BaRT2v18chr3HG123110.4,34749036,34749036, ,-0.16655091525177962, blue
BaRT2v18chr3HG123110.4,34749044,34749044, ,-0.1281064432298036, blue
BaRT2v18chr3HG123110.4,34749487,34749487, ,-0.19137535484374357, blue
BaRT2v18chr3HG123110.4,34749525,34749525, ,-0.14394043324807895, blue
BaRT2v18chr3HG123110.4,34749617,34749617, ,-0.11114455117837826, blue
BaRT2v18chr3HG123110.4,34749683,34749683, ,-0.1970775376848322, blue
BaRT2v18chr3HG123110.4,34749723,34749723, ,-0.19011017050218157, blue
BaRT2v18chr3HG123110.4,34749786,34749786, ,-0.19330601048122648, blue
BaRT2v18chr3HG123110.4,34750071,34750071, ,-0.1679598840791714, blue
BaRT2v18chr3HG123110.4,34750157,34750157, ,-0.15981563284175582, blue
BaRT2v18chr3HG123110.4,34750203,34750203, ,-0.12193587114153562, blue
BaRT2v18chr3HG123110.4,34750217,34750217, ,-0.16080349675790395, blue
BaRT2v18chr3HG123110.4,34750342,34750342, ,-0.1929098099774139, blue
BaRT2v18chr3HG123110.4,34750354,34750354, ,-0.15164921529173087, blue
BaRT2v18chr3HG123110.4,34751060,34751060, ,-0.3894849985301979, orange
BaRT2v18chr3HG123110.4,34751106,34751106, ,-0.3900096036152407, orange
BaRT2v18chr3HG123110.4,34751148,34751148, ,-0.38152776173137914, orange
BaRT2v18chr3HG123110.4,34751252,34751257, frameshift,-0.504902611374112, red
BaRT2v18chr3HG123110.4,34751342,34751342, ,-0.14007720771558127, blue
BaRT2v18chr3HG123110.4,34751416,34751416, ,-0.11560982378090284, blue
BaRT2v18chr3HG123110.4,34751473,34751473, ,-0.10026208216093949, blue
BaRT2v18chr3HG123110.4,34751502,34751502, ,-0.12879409189830035, blue
BaRT2v18chr3HG123110.5,34748456,34748456, ,-0.13378151606117067, blue
BaRT2v18chr3HG123110.5,34748648,34748649, ,-0.16623227452811074, blue
BaRT2v18chr3HG123110.5,34749036,34749036, ,-0.14381316471856198, blue
BaRT2v18chr3HG123110.5,34749044,34749044, ,-0.1904315339826546, blue
BaRT2v18chr3HG123110.5,34749617,34749617, ,-0.13514501079321803, blue
BaRT2v18chr3HG123110.5,34749683,34749683, ,-0.17665808511863612, blue
BaRT2v18chr3HG123110.5,34749723,34749723, ,-0.11819151187153491, blue
BaRT2v18chr3HG123110.5,34749786,34749786, ,-0.12871522153546844, blue
BaRT2v18chr3HG123110.5,34750071,34750071, ,-0.17579491368295666, blue
BaRT2v18chr3HG123110.5,34750157,34750157, ,-0.16380671960038015, blue
BaRT2v18chr3HG123110.5,34750203,34750203, ,-0.1729620925599311, blue
BaRT2v18chr3HG123110.5,34750217,34750217, ,-0.11569125519747243, blue
BaRT2v18chr3HG123110.5,34750342,34750342, ,-0.14910821994933782, blue
BaRT2v18chr3HG123110.5,34750354,34750354, ,-0.19107687869561613, blue
BaRT2v18chr3HG123110.5,34751060,34751060, ,-0.3384891368994463, orange
BaRT2v18chr3HG123110.5,34751106,34751106, ,-0.3083027865225844, orange
BaRT2v18chr3HG123110.5,34751148,34751148, ,-0.18739140902322654, blue
BaRT2v18chr3HG123110.5,34751252,34751257, frameshift,-0.5881030036195057, red
BaRT2v18chr3HG123110.5,34751342,34751342, ,-0.33068131360959835, orange
BaRT2v18chr3HG123110.5,34751416,34751416, ,-0.31445157683388647, orange
BaRT2v18chr3HG123110.5,34751473,34751473, stop_lost,-0.5253739907449236, red
BaRT2v18chr3HG123110.5,34751502,34751502, ,-0.1357147674835834, blue
BaRT2v18chr3HG123110.6,34748456,34748456, ,-0.10362565364752846, blue
BaRT2v18chr3HG123110.6,34748648,34748649, ,-0.18489573955859964, blue
BaRT2v18chr3HG123110.6,34749036,34749036, ,-0.11418877690403832, blue
BaRT2v18chr3HG123110.6,34749044,34749044, ,-0.13525030123063994, blue
BaRT2v18chr3HG123110.6,34749617,34749617, ,-0.11352185139158638, blue
BaRT2v18chr3HG123110.6,34749683,34749683, ,-0.1355550472445457, blue
BaRT2v18chr3HG123110.6,34750342,34750342, ,-0.1944945547543573, blue
BaRT2v18chr3HG123110.6,34750354,34750354, ,-0.12930941115885242, blue
BaRT2v18chr3HG123110.6,34751060,34751060, ,-0.37079543032025664, orange
BaRT2v18chr3HG123110.6,34751106,34751106, ,-0.34938435511409827, orange
BaRT2v18chr3HG123110.6,34751148,34751148, ,-0.35873693272650836, orange
BaRT2v18chr3HG123110.6,34751252,34751257, frameshift,-0.5575256229804753, red
BaRT2v18chr3HG123110.6,34751342,34751342, ,-0.19020315861075646, blue
BaRT2v18chr3HG123110.6,34751416,34751416, ,-0.19474779868909362, blue
BaRT2v18chr3HG123110.6,34751473,34751473, ,-0.10998961458315663, blue
BaRT2v18chr3HG123110.6,34751502,34751502, ,-0.17810515243778796, blue
BaRT2v18chr3HG123110.7,34748456,34748456, ,-0.15531123365949404, blue
BaRT2v18chr3HG123110.7,34748648,34748649, ,-0.14664162938651384, blue
BaRT2v18chr3HG123110.7,34749036,34749036, ,-0.180070564920982, blue
BaRT2v18chr3HG123110.7,34749044,34749044, ,-0.13628179761203024, blue
BaRT2v18chr3HG123110.7,34749617,34749617, ,-0.18105424984157054, blue
BaRT2v18chr3HG123110.7,34749683,34749683, ,-0.11202285554512836, blue
BaRT2v18chr3HG123110.7,34750342,34750342, ,-0.18337010425272626, blue
BaRT2v18chr3HG123110.7,34750354,34750354, ,-0.13742010776402888, blue
BaRT2v18chr3HG123110.7,34751060,34751060, ,-0.3922548733064858, orange
BaRT2v18chr3HG123110.7,34751106,34751106, ,-0.38142654922606906, orange
BaRT2v18chr3HG123110.7,34751148,34751148, ,-0.3671033537980771, orange
BaRT2v18chr3HG123110.7,34751252,34751257, frameshift,-0.5649642555200346, red
BaRT2v18chr3HG123110.7,34751342,34751342, ,-0.16632575063805236, blue
BaRT2v18chr3HG123110.7,34751416,34751416, ,-0.1903625748780742, blue
BaRT2v18chr3HG123110.7,34751473,34751473, ,-0.1833024033236465, blue
BaRT2v18chr3HG123110.7,34751502,34751502, ,-0.1634629587572781, blue
BaRT2v18chr3HG123110.8,34748456,34748456, ,-0.12570377294636, blue
BaRT2v18chr3HG123110.8,34748648,34748649, ,-0.13692647556759996, blue
BaRT2v18chr3HG123110.8,34749036,34749036, ,-0.13295392152148017, blue
BaRT2v18chr3HG123110.8,34749044,34749044, ,-0.1228841935551733, blue
BaRT2v18chr3HG123110.8,34749617,34749617, ,-0.12503288939487758, blue
BaRT2v18chr3HG123110.8,34749683,34749683, ,-0.12269708923812295, blue
BaRT2v18chr3HG123110.8,34750342,34750342, ,-0.18608201691844034, blue
BaRT2v18chr3HG123110.8,34750354,34750354, ,-0.12060970055840971, blue
BaRT2v18chr3HG123110.8,34751060,34751060, ,-0.3925048192989061, orange
BaRT2v18chr3HG123110.8,34751106,34751106, ,-0.34986350398262334, orange
BaRT2v18chr3HG123110.8,34751148,34751148, ,-0.3685367994907396, orange
BaRT2v18chr3HG123110.8,34751252,34751257, ,-0.123361417825989, blue
BaRT2v18chr3HG123110.8,34751342,34751342, ,-0.12487622666066878, blue
BaRT2v18chr3HG123110.8,34751416,34751416, ,-0.16719909233157326, blue
BaRT2v18chr3HG123110.8,34751473,34751473, ,-0.16094319797741405, blue
BaRT2v18chr3HG123110.8,34751502,34751502, ,-0.19584355418181848, blue
BaRT2v18chr3HG123110.9,34748456,34748456, ,-0.13783769306248878, blue
BaRT2v18chr3HG123110.9,34748648,34748649, ,-0.15882343289132467, blue
BaRT2v18chr3HG123110.9,34749036,34749036, ,-0.19364721654859773, blue
BaRT2v18chr3HG123110.9,34749044,34749044, ,-0.1127971978794913, blue
BaRT2v18chr3HG123110.9,34749617,34749617, ,-0.1593676256818312, blue
BaRT2v18chr3HG123110.9,34749683,34749683, ,-0.15189785532949904, blue
BaRT2v18chr3HG123110.9,34749723,34749723, ,-0.11565171228122512, blue
